ID,Name,Description,Category ID,Category Name,Price,Size,Available,Image URL,Popular,Preparation Time,Category EN,Category AZ,Category RU,Category TR,Category AR,Category HI,Category FR,Category IT,Name EN,Name AZ,Name RU,Name TR,Name AR,Name HI,Name FR,Name IT,Description EN,Description AZ,Description RU,Description TR,Description AR,Description HI,Description FR,Description IT,Created At,Updated At
159,Caramel Cake,,,DESSERTS,8.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Caramel Cake,Karamelli tort,Карамельный торт,Karamelli pasta,كعكة الكراميل,कैरमल केक,Gâteau au caramel,Torta al caramello,,,,,,,,,,
160,Chocolate Cheesecake,,,DESSERTS,9.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Chocolate Cheesecake,Şokaladlı çizkeyk,Шоколадный чизкейк,Çikolatalı cheesecake,تشيز كيك الشوكولاتة,चॉकलेट चीज़केक,Cheesecake au chocolat,Cheesecake al cioccolato,,,,,,,,,,
161,Mixed Fruit,,,DESSERTS,16.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,DESSERTS,DESERT,ДЕСЕРТЫ,TATLILAR,الحلويات,मिठाई,DESSERTS,DOLCI,Mixed Fruit,Qarışıq meyvə,Фруктовое ассорти,Karışık meyve,فواكه مشكلة,मिश्रित फल,Fruits mixtes,Frutta mista,,,,,,,,,,
162,"Cup of tea (black, green)",,,BEVERAGES,3.30,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,"Cup of tea (black, green)","Fincan çay (qara, yaşıl)","Чашка чая (черный, зеленый)","Fincan çay (siyah, yeşil)",كوب شاي (أسود، أخضر),"चाय का कप (काली, हरी)","Tasse de thé (noir, vert)","Tazza di tè (nero, verde)",,,,,,,,,,
163,Black tea in teapot,,,BEVERAGES,12.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Black tea in teapot,Qara çay çaynik,Черный чай в чайнике,Demlikte siyah çay,شاي أسود في إبريق,टीपॉट में काली चाय,Thé noir en théière,Tè nero in teiera,,,,,,,,,,
164,Green tea in teapot,,,BEVERAGES,12.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Green tea in teapot,Yaşıl çay çaynik,Зеленый чай в чайнике,Demlikte yeşil çay,شاي أخضر في إبريق,टीपॉट में हरी चाय,Thé vert en théière,Tè verde in teiera,,,,,,,,,,
165,Green tea with jasmine,,,BEVERAGES,13.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Green tea with jasmine,Yaşıl çay jasmin ilə,Зеленый чай с жасмином,Yasemin çiçekli yeşil çay,شاي أخضر بالياسمين,चमेली के साथ हरी चाय,Thé vert au jasmin,Tè verde al gelsomino,,,,,,,,,,
166,Green tea with chamomile,,,BEVERAGES,13.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Green tea with chamomile,Yaşıl çay çobanyastığı ilə,Зеленый чай с ромашкой,Papatyalı yeşil çay,شاي أخضر بالبابونج,बाबूने के साथ हरी चाय,Thé vert à la camomille,Tè verde alla camomilla,,,,,,,,,,
167,Moroccan tea in teapot,,,BEVERAGES,13.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Moroccan tea in teapot,Mərakeş çay çaynik,Марокканский чай в чайнике,Fas çayı,شاي مغربي في إبريق,टीपॉट में मोरक्कन चाय,Thé marocain en théière,Tè marocchino in teiera,,,,,,,,,,
168,Pomegranate Tea,,,BEVERAGES,13.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Pomegranate Tea,Narlı çay,Гранатовый чай,Narlı çay,شاي الرمان,अनार की चाय,Thé à la grenade,Tè al melograno,,,,,,,,,,
169,Citrus Tea,,,BEVERAGES,13.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Citrus Tea,Sitrus çay,Цитрусовый чай,Narenciye çayı,شاي الحمضيات,साइट्रस चाय,Thé aux agrumes,Tè agli agrumi,,,,,,,,,,
170,Green Tea Flower,,,BEVERAGES,13.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Green Tea Flower,Yaşıl çay çiçəkli,Зеленый чай с цветами,Yeşil çay çiçekli,شاي أخضر بالزهور,फूल वाली हरी चाय,Thé vert aux fleurs,Tè verde con fiori,,,,,,,,,,
171,Berry Tea,,,BEVERAGES,13.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Berry Tea,Giləmeyvəli çay,Ягодный чай,Orman meyveli çay,شاي التوت,बेरी चाय,Thé aux baies,Tè ai frutti di bosco,,,,,,,,,,
172,Mixed Tea,,,BEVERAGES,13.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Mixed Tea,Qarışıqlı çay,Микс-чай,Karışık çay,شاي مشكل,मिश्रित चाय,Thé mixte,Tè misto,,,,,,,,,,
173,Americano,,,BEVERAGES,6.60,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Americano,Americano,Американо,Americano,أمريكانو,अमेरिकानो,Americano,Americano,,,,,,,,,,
174,Espresso,,,BEVERAGES,5.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Espresso,Espresso,Эспрессо,Espresso,إسبريسو,एस्प्रेसो,Espresso,Espresso,,,,,,,,,,
175,Doppio,,,BEVERAGES,6.60,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Doppio,Doppio,Доппио,Doppio,دوبيو,डोपियो,Doppio,Doppio,,,,,,,,,,
176,Espresso con panna,,,BEVERAGES,5.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Espresso con panna,Espresso con panna,Эспрессо кон панна,Espresso con panna,إسبريسو كون بانا,एस्प्रेसो कॉन पन्ना,Espresso con panna,Espresso con panna,,,,,,,,,,
177,Irish coffee,,,BEVERAGES,15.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Irish coffee,İrish coffee,Ирландский кофе,İrlanda kahvesi,قهوة إيرلندية,आयरिश कॉफी,Café irlandais,Irish coffee,,,,,,,,,,
178,Coffee glisse,,,BEVERAGES,11.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Coffee glisse,Coffee glisse,Кофе глясе,Dondurmalı kahve,قهوة غليسيه,कॉफी ग्लिस,Café glacé,Caffè glassato,,,,,,,,,,
179,Coffee Latte,,,BEVERAGES,6.60,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Coffee Latte,Kofe latte,Кофе латте,Caffè latte,كافيه لاتيه,कॉफी लाते,Café latte,Caffè latte,,,,,,,,,,
180,Cappuccino,,,BEVERAGES,6.60,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Cappuccino,Kapuçino,Капучино,Cappuccino,كابوتشينو,कैपुचिनो,Cappuccino,Cappuccino,,,,,,,,,,
181,Iced americano,,,BEVERAGES,7.70,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Iced americano,Soyuq americano,Холодный американо,Soğuk americano,أمريكانو مثلج,आइस्ड अमेरिकानो,Americano glacé,Americano freddo,,,,,,,,,,
182,Iced mochaccino,,,BEVERAGES,7.70,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Iced mochaccino,Soyuq mokaçino,Холодный мокачино,Soğuk mocha,موكاتشينو مثلج,आइस्ड मोकाचिनो,Mochaccino glacé,Mocaccino freddo,,,,,,,,,,
183,Frappuccino,,,BEVERAGES,7.70,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Frappuccino,Frappuçino,Фраппучино,Frappuccino,فرابوتشينو,फ्रैपुचिनो,Frappuccino,Frappuccino,,,,,,,,,,
184,Mochaccino,,,BEVERAGES,7.70,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Mochaccino,Mokaçino,Мокачино,Mocha,موكاتشينو,मोकाचिनो,Mochaccino,Mocaccino,,,,,,,,,,
185,Turkish coffee,,,BEVERAGES,6.60,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Turkish coffee,Türk qəhvəsi,Турецкий кофе,Türk kahvesi,قهوة تركية,तुर्की कॉफी,Café turc,Caffè turco,,,,,,,,,,
186,Hot chocolate,,,BEVERAGES,7.70,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Hot chocolate,İsti şokolad,Горячий шоколад,Sıcak çikolata,شوكولاتة ساخنة,हॉट चॉकलेट,Chocolat chaud,Cioccolata calda,,,,,,,,,,
187,"Mineral water (still, sparkling)",,,BEVERAGES,3.80,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,"Mineral water (still, sparkling)","Şeh mineral su (qazsız, qazlı)","Минеральная вода (без газа, с газом)","Maden suyu (sade, gazlı)",مياه معدنية (عادية، فوارة),"मिनरल वाटर (स्टिल, स्पार्कलिंग)","Eau minérale (plate, gazeuse)","Acqua minerale (naturale, frizzante)",,,,,,,,,,
188,Borjomi,,,BEVERAGES,4.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Borjomi,Borjomi,Боржоми,Borjomi,بورجومي,बोर्जोमी,Borjomi,Borjomi,,,,,,,,,,
189,Sarıkız,,,BEVERAGES,3.30,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Sarıkız,Sarıkız,Сарыкыз,Sarıkız,ساريكيز,सारीकीज़,Sarıkız,Sarıkız,,,,,,,,,,
190,Cola / Fanta / Sprite / Cola Zero,,,BEVERAGES,4.40,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Cola / Fanta / Sprite / Cola Zero,Cola / Fanta / Sprite / Cola Zero,Кола / Фанта / Спрайт / Кола Зеро,Cola / Fanta / Sprite / Cola Zero,كولا / فانتا / سبرايت / كولا زيرو,कोला / फैंटा / स्प्राइट / कोला ज़ीरो,Cola / Fanta / Sprite / Cola Zero,Cola / Fanta / Sprite / Cola Zero,,,,,,,,,,
191,Kompot,,,BEVERAGES,8.80,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Kompot,Kompot,Компот,Komposto,كومبوت,कॉम्पोट,Compote,Kompot,,,,,,,,,,
192,"Ice tea (lemon, peach, mango, pineapple)",,,BEVERAGES,4.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,"Ice tea (lemon, peach, mango, pineapple)","Ice tea (limon, şaftalı, mango, ananas)","Холодный чай (лимон, персик, манго, ананас)","Ice tea (limon, şeftali, mango, ananas)",شاي مثلج (ليمون، خوخ، مانجو، أناناس),"आइस टी (नींबू, आड़ू, आम, अनानास)","Thé glacé (citron, pêche, mangue, ananas)","Tè freddo (limone, pesca, mango, ananas)",,,,,,,,,,
193,Kids fruit juice,,,BEVERAGES,2.20,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Kids fruit juice,Uşaq meyvə şirəsi,Детский фруктовый сок,Çocuk meyve suyu,عصير فواكه للأطفال,बच्चों का फल रस,Jus de fruits pour enfants,Succo di frutta per bambini,,,,,,,,,,
194,Fruit juice,,,BEVERAGES,3.80,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Fruit juice,Meyvə şirəsi,Фруктовый сок,Meyve suyu,عصير فواكه,फल रस,Jus de fruits,Succo di frutta,,,,,,,,,,
195,Ayran,,,BEVERAGES,3.30,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Ayran,Ayran,Айран,Ayran,عيران,अयरान,Ayran,Ayran,,,,,,,,,,
196,Schweppes Tonic,,,BEVERAGES,5.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Schweppes Tonic,Schweppes Tonic,Швепс тоник,Schweppes Tonic,شويبس تونيك,श्वेप्स टॉनिक,Schweppes Tonic,Schweppes Tonic,,,,,,,,,,
197,Orange,,,BEVERAGES,9.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Orange,Portağal,Апельсиновый,Portakal,برتقال,संतरा,Orange,Arancia,,,,,,,,,,
198,Grapefruit,,,BEVERAGES,9.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Grapefruit,Qreyfrut,Грейпфрутовый,Greyfurt,جريب فروت,अंगूरफल,Pamplemousse,Pompelmo,,,,,,,,,,
199,Apple,,,BEVERAGES,8.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Apple,Alma,Яблочный,Elma,تفاح,सेब,Pomme,Mela,,,,,,,,,,
200,Carrot,,,BEVERAGES,8.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Carrot,Kök,Морковный,Havuç,جزر,गाजर,Carotte,Carota,,,,,,,,,,
201,Pineapple,,,BEVERAGES,11.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Pineapple,Ananas,Ананасовый,Ananas,أناناس,अनानास,Ananas,Ananas,,,,,,,,,,
202,Pomegranate,,,BEVERAGES,9.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Pomegranate,Nar,Гранатовый,Nar,رمان,अनार,Grenade,Melograno,,,,,,,,,,
203,Mixed Fresh,,,BEVERAGES,9.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Mixed Fresh,Qarışıq təzə,Микс свежих соков,Karışık taze,مشكل طازج,मिश्रित ताजा,Mixte frais,Misto fresco,,,,,,,,,,
204,Rainbow,,,BEVERAGES,15.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Rainbow,Göy qurşağı,Радуга,Gökkuşağı,رينبو,रेनबो,Arc-en-ciel,Arcobaleno,,,,,,,,,,
205,Pina Colada,,,BEVERAGES,13.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Pina Colada,Pina kolada,Пина колада,Pina colada,بينا كولادا,पिना कोलाडा,Piña colada,Piña colada,,,,,,,,,,
206,Watermelon Ginger,,,BEVERAGES,12.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Watermelon Ginger,Qarpız zəncəfil,Арбуз-имбирь,Karpuz zencefil,بطيخ زنجبيل,तरबूज अदरक,Pastèque gingembre,Anguria zenzero,,,,,,,,,,
207,Watermelon Classic,,,BEVERAGES,11.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Watermelon Classic,Qarpız klassik,Арбуз классический,Karpuz klasik,بطيخ كلاسيك,तरबूज क्लासिक,Pastèque classique,Anguria classica,,,,,,,,,,
208,Fitness Club,,,BEVERAGES,17.60,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Fitness Club,Fitnes klub,Фитнес клуб,Fitness kulüp,فيتنس كلوب,फिटनेस क्लब,Fitness club,Fitness club,,,,,,,,,,
209,Mango Mint Smoothie,,,BEVERAGES,9.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Mango Mint Smoothie,Manqo nanə smoothie,Манго-мятный смузи,Mango nane smoothie,سموذي المانجو والنعناع,आम पुदीना स्मूदी,Smoothie mangue menthe,Smoothie mango menta,,,,,,,,,,
210,Mojito (various flavors),,,BEVERAGES,11.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Mojito (various flavors),Mojito (müxtəlif dadlar),Мохито (разные вкусы),Mojito (çeşitli aromalı),موهيتو (نكهات مختلفة),मोहितो (विभिन्न स्वाद),Mojito (différentes saveurs),Mojito (vari gusti),,,,,,,,,,
211,Energy Mojito,,,BEVERAGES,15.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Energy Mojito,Enerji mojito,Энергетический мохито,Enerji mojito,موهيتو الطاقة,एनर्जी मोहितो,Mojito énergétique,Mojito energetico,,,,,,,,,,
