ID,Name,Description,Category ID,Category Name,Price,Available,Image URL,Popular,Preparation Time,Name EN,Name AZ,Name RU,Name TR,Name AR,Name HI,Name FR,Name IT,Description EN,Description AZ,Description RU,Description TR,Description AR,Description HI,Description FR,Description IT,Created At,Updated At
cat-10-i-sti--q-lyanaltilar-5-krevetl-r-klyarda,Prawns In Batter ,,cat-10-i-sti--q-lyanaltilar,Hot Appetizers,19.5,1,/spinner.svg,0,15,Prawns In Batter ,Klyarda Krevetkalar,Креветки в кляре,Hamurlu Karides,روبيان في العجين,बैटर में झींगा,Crevettes en pâte,Gamberi in pastella,Crispy battered prawns with dipping sauce,Daldırma sousu ilə xırtıldayan xırtıldayan karideslər,Хрустящие креветки в кляре с соусом для макания,Daldırma soslu çıtır çıtır karidesler,روبيان مقرمش مع صلصة الغمس,डिपिंग सॉस के साथ कुरकुरे बैटर वाले झींगे,Crevettes panées croustillantes avec sauce à tremper,Gamberi croccanti in pastella con salsa,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-10-i-sti--q-lyanaltilar-1-pendi-r--ubuqlari,Cheese Sticks ,,cat-10-i-sti--q-lyanaltilar,Hot Appetizers,14,1,/spinner.svg,0,15,Cheese Sticks ,Pendir Çubukları,Сырные палочки,Peynir çubukları,أصابع الجبن,चीज़ चिपकता है ,Bâtonnets de fromage,Bastoncini di formaggio,Golden fried mozzarella with marinara,Marinara ilə qızılı qızardılmış mozzarella,Золотистая жареная моцарелла с маринарой,Marinara soslu kızarmış mozzarella,جبنة موزاريلا مقلية ذهبية اللون مع صلصة مارينارا,मारिनारा के साथ सुनहरा तला हुआ मोत्ज़ारेला,Mozzarella frite dorée avec sauce marinara,Mozzarella fritta dorata con marinara,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-10-i-sti--q-lyanaltilar-2-qizardilmi--so-an-halqalari,Fried Onion Rings ,,cat-10-i-sti--q-lyanaltilar,Hot Appetizers,15,1,/spinner.svg,0,15,Fried Onion Rings ,Qızardılmış Soğan Halqaları,Жареные луковые кольца,Kızarmış Soğan Halkaları,حلقات البصل المقلية,तले हुए प्याज के छल्ले,Rondelles d'oignon frites,Anelli di cipolla fritti,Crispy beer-battered onion rings,Xırtıldayan pivə ilə döyülmüş soğan halqaları,Хрустящие луковые кольца в пивном кляре,Çıtır bira hamurlu soğan halkaları,حلقات البصل المقرمشة المغطاة بالبيرة,कुरकुरे बियर-बैटर प्याज के छल्ले,Rondelles d'oignon croustillantes panées à la bière,Anelli di cipolla croccanti in pastella di birra,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-10-i-sti--q-lyanaltilar-3-toyuq-naggetsl-ri-,Chicken Nuggets ,,cat-10-i-sti--q-lyanaltilar,Hot Appetizers,14,1,/spinner.svg,0,15,Chicken Nuggets ,Toyuq Nuggetləri,Куриные наггетсы,Tavuk nugget'ları,قطع دجاج ناجتس,चिकन नगेट्स,Nuggets de poulet,Nuggets di pollo,Tender chicken pieces in crispy coating,Xırtıldayan örtükdə yumşaq toyuq parçaları,Нежные кусочки курицы в хрустящей панировке,Çıtır kaplamalı yumuşak tavuk parçaları,قطع دجاج طرية مغطاة بطبقة مقرمشة,कुरकुरी कोटिंग में चिकन के मुलायम टुकड़े,Morceaux de poulet tendres enrobés d'une panure croustillante,Teneri pezzi di pollo in una panatura croccante,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-5--orbalar-6-buyabes-d-ni-z-m-hsullari--orbasi,Bouillabaisse Seafood Soup ,,cat-5--orbalar,Soups,18,1,/spinner.svg,0,15,Bouillabaisse Seafood Soup ,Buyabes Dəniz Məhsulları Şorbası,Суп из морепродуктов «буйабес»,Bouillabaisse Deniz Ürünleri Çorbası,شوربة بويابيس للمأكولات البحرية,बोउइलाबेसे समुद्री भोजन सूप,Soupe de fruits de mer à la bouillabaisse,Zuppa di frutti di mare alla bouillabaisse,French-style seafood stew,Fransız üslubunda dəniz məhsulları güveç,Тушеные морепродукты по-французски,Fransız usulü deniz mahsulleri yahnisi,حساء المأكولات البحرية على الطريقة الفرنسية,फ्रेंच शैली का समुद्री भोजन स्टू,Ragoût de fruits de mer à la française,stufato di pesce alla francese,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-5--orbalar-5-d--b-r-,Dumplings ,,cat-5--orbalar,Soups,8.5,1,/spinner.svg,0,15,Dumplings ,Düşbərə,Пельмени,Köfteler,الزلابية,पकौड़े,Boulettes,Gnocchi,Steamed or fried dumplings with filling,İçlik ilə buxarlanmış və ya qızardılmış köftələr,Вареники паровые или жареные с начинкой,İç harcıyla buharda pişirilmiş veya kızartılmış köfte,الزلابية المطهوة على البخار أو المقلية مع الحشوة,"भाप से पकाए गए या तले हुए पकौड़े, जिनमें भरावन हो",Raviolis cuits à la vapeur ou frits avec garniture,Ravioli ripieni al vapore o fritti,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-5--orbalar-4-g-b-l-k--orbasi,Mushroom Soup ,,cat-5--orbalar,Soups,6.9,1,/spinner.svg,0,15,Mushroom Soup ,Göbələk Şorbası,Грибной суп,Mantar Çorbası,حساء الفطر,मशरूम का सूप ,Soupe aux champignons,Zuppa di funghi,Creamy soup with fresh mushrooms,Təzə göbələk ilə qaymaqlı şorba,Крем-суп со свежими грибами,Taze mantarlı kremalı çorba,شوربة كريمة مع الفطر الطازج,ताजे मशरूम के साथ मलाईदार सूप,Soupe crémeuse aux champignons frais,Zuppa cremosa con funghi freschi,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-5--orbalar-3-m-rci---orbasi,Lentil Soup ,,cat-5--orbalar,Soups,6.9,1,/spinner.svg,0,15,Lentil Soup ,Mərci Şorbası,Чечевичный суп,Mercimek Çorbası,شوربة العدس,दाल का सूप,Soupe aux lentilles,Zuppa di lenticchie,Traditional Turkish red lentil soup,Ənənəvi türk qırmızı mərci şorbası,Традиционный турецкий суп из красной чечевицы,Geleneksel Türk kırmızı mercimek çorbası,شوربة العدس الأحمر التركية التقليدية,पारंपरिक तुर्की लाल मसूर सूप,Soupe traditionnelle turque aux lentilles rouges,Zuppa di lenticchie rosse tradizionale turca,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-5--orbalar-2-tomat--orbasi,Tomato Soup ,,cat-5--orbalar,Soups,7.5,1,/spinner.svg,0,15,Tomato Soup ,Tomat Şorbası,Томатный суп,Domates çorbası,شوربة الطماطم,टमाटर का सूप ,Soupe aux tomates,Zuppa di pomodoro,Classic tomato soup with herbs,Otlar ilə klassik pomidor şorbası,Классический томатный суп с травами,Otlu klasik domates çorbası,شوربة الطماطم الكلاسيكية مع الأعشاب,जड़ी-बूटियों के साथ क्लासिक टमाटर सूप,Soupe classique aux tomates et aux herbes,Zuppa di pomodoro classica con erbe aromatiche,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-5--orbalar-1-toyuq--orbasi,Chicken Soup ,,cat-5--orbalar,Soups,6.9,1,/spinner.svg,0,15,Chicken Soup ,Toyuq Şorbası,Куриный суп,Tavuk çorbası,شوربة الدجاج,चिकन सूप ,Soupe au poulet,Zuppa di pollo,Hearty chicken broth with vegetables,Tərəvəz ilə doyurucu toyuq suyu,Наваристый куриный бульон с овощами,Sebzeli doyurucu tavuk suyu,مرق دجاج شهي مع الخضار,सब्जियों के साथ स्वादिष्ट चिकन शोरबा,Bouillon de poulet copieux aux légumes,Brodo di pollo sostanzioso con verdure,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--3-ciz-biz,Sizzling Beef ,,cat-13--t-yem-kl-ri-,Meat Dishes,19,1,/spinner.svg,0,15,Sizzling Beef ,Cız-bız,Жареная говядина,Cızırtılı dana eti,لحم البقر الساخن,सिज़लिंग बीफ़,Bœuf grésillant,Manzo sfrigolante,Tender beef served on hot iron plate,Yumşaq mal əti isti dəmir boşqabda verilir,"Нежная говядина, подается на горячей чугунной тарелке",Sıcak demir tabakta servis edilen yumuşak dana eti,لحم بقري طري يُقدم على طبق حديدي ساخن,गरम लोहे की प्लेट पर परोसा गया कोमल गोमांस,Bœuf tendre servi sur une plaque de fer chaude,Tenera carne di manzo servita su piastra di ferro calda,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--2-faxi-tas-can--ti--i-l-,Beef Fajitas ,,cat-13--t-yem-kl-ri-,Meat Dishes,28,1,/spinner.svg,0,15,Beef Fajitas ,Can Əti Faxitas,Фахитас с говядиной,Dana Fajitaları,فاهيتا لحم البقر,बीफ फजिटास,Fajitas au bœuf,Fajitas di manzo,Sizzling beef with peppers and tortillas,Bibər və tortilla ilə qızardılmış mal əti,Жареная говядина с перцем и лепешками,Biber ve tortillalarla cızırtılı dana eti,لحم بقري ساخن مع الفلفل والتورتيلا,मिर्च और टॉर्टिला के साथ गरमागरम बीफ,Bœuf grésillant aux poivrons et tortillas,Manzo sfrigolante con peperoni e tortillas,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--9-lazanya,Lasagna ,,cat-13--t-yem-kl-ri-,Meat Dishes,19,1,/spinner.svg,0,15,Lasagna ,Lazanya,Лазанья,Lazanya,لازانيا,लज़ान्या,Lasagnes,Lasagna,Layered pasta with meat sauce and cheese,Ət sousu və pendir ilə qatlanmış makaron,Слоеная паста с мясным соусом и сыром,Et soslu ve peynirli katmanlı makarna,معكرونة متعددة الطبقات مع صلصة اللحم والجبن,मांस सॉस और पनीर के साथ स्तरित पास्ता,Pâtes feuilletées avec sauce à la viande et fromage,Pasta a strati con sugo di carne e formaggio,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--4-nar-qovurma-quzu--ti--i-l-,Pomegranate Stew With Lamb ,,cat-13--t-yem-kl-ri-,Meat Dishes,24,1,/spinner.svg,0,15,Pomegranate Stew With Lamb ,Quzu Əti ilə Nar Qovurma,Гранатовое рагу с ягненком,Kuzu Etli Nar Güveci,يخنة الرمان مع لحم الضأن,मेमने के साथ अनार का स्टू,Ragoût de grenade à l'agneau,Stufato di melograno con agnello,Persian-inspired lamb with pomegranate,Narlı farsca ilhamlanmış quzu əti,Баранина по-персидски с гранатом,Narlı Fars esintili kuzu eti,لحم ضأن مستوحى من المطبخ الفارسي مع الرمان,फ़ारसी-प्रेरित मेमना और अनार,Agneau d'inspiration persane à la grenade,Agnello di ispirazione persiana con melograno,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--10-qaymaqli-can--ti-,Creamy Beef ,,cat-13--t-yem-kl-ri-,Meat Dishes,33,1,/spinner.svg,0,15,Creamy Beef ,Qaymaqlı Can Əti,Говядина в сливках,Kremalı dana eti,لحم بقري كريمي,मलाईदार बीफ,Bœuf crémeux,Manzo cremoso,Tender beef in rich cream sauce,Zəngin qaymaqlı sousda yumşaq mal əti,Нежная говядина в густом сливочном соусе,Zengin krema soslu yumuşak dana eti,لحم بقري طري في صلصة كريمة غنية,क्रीम सॉस में कोमल गोमांस,Bœuf tendre dans une sauce crémeuse riche,Tenera carne di manzo in salsa cremosa e ricca,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--5-quzu-barbekyu,Lamb Barbecue ,,cat-13--t-yem-kl-ri-,Meat Dishes,27,1,/spinner.svg,0,15,Lamb Barbecue ,Quzu Barbekyu,Баранина на гриле,Kuzu Barbekü,لحم ضأن مشوي,मेमने बारबेक्यू,Barbecue d'agneau,Barbecue di agnello,Grilled lamb with smoky barbecue flavors,Dumanlı barbekü ləzzətləri ilə qızardılmış quzu əti,Жареный ягненок с дымчатым привкусом барбекю,Dumanlı barbekü aromalı ızgara kuzu eti,لحم ضأن مشوي مع نكهات الشواء المدخنة,स्मोकी बारबेक्यू फ्लेवर के साथ ग्रिल्ड मेमना,Agneau grillé aux saveurs fumées de barbecue,Agnello alla griglia con sapori affumicati di barbecue,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--6-quzu-t-ndi-r-plov-i-l-,Lamb Tandoori With Pilaf ,,cat-13--t-yem-kl-ri-,Meat Dishes,48,1,/spinner.svg,0,15,Lamb Tandoori With Pilaf ,Plovla Quzu Təndir,Баранина Тандури с Пловом,Pilavlı Kuzu Tandır,لحم ضأن تندوري مع بيلاف,पिलाफ के साथ मेमने का तंदूरी व्यंजन,Agneau Tandoori avec Pilaf,Agnello Tandoori con Pilaf,Spiced lamb with aromatic rice,Aromatik düyü ilə ədviyyatlı quzu,Пряная баранина с ароматным рисом,Aromatik pirinçli baharatlı kuzu eti,لحم ضأن متبل مع أرز عطري,सुगंधित चावल के साथ मसालेदार भेड़ का मांस,Agneau épicé avec riz aromatique,Agnello speziato con riso aromatico,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--1-quzu--ti--i-l--kasarola,Lamb Casserole ,,cat-13--t-yem-kl-ri-,Meat Dishes,23,1,/spinner.svg,0,15,Lamb Casserole ,Quzu Əti Kasarola,Запеканка из баранины,Kuzu Güveç,طاجن لحم الضأن,मेमने का पुलाव,Gratin d'agneau,Casseruola di agnello,Slow-cooked lamb with vegetables,Tərəvəz ilə yavaş-yavaş bişirilmiş quzu əti,"Баранина, приготовленная на медленном огне с овощами",Sebzeli yavaş pişmiş kuzu eti,لحم ضأن مطهو ببطء مع الخضار,सब्जियों के साथ धीमी आंच पर पकाया गया भेड़ का मांस,Agneau mijoté aux légumes,Agnello cotto lentamente con verdure,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--7-rib-eye-steak,Rib-Eye Steak ,,cat-13--t-yem-kl-ri-,Meat Dishes,55,1,/spinner.svg,0,15,Rib-Eye Steak ,Rib-Eye Steak,Стейк рибай,Kaburga biftek,شريحة لحم الضلع,रिब आइ स्टेक ,Steak de faux-filet,Bistecca di costata,Premium cut steak grilled to preference,Üstünlüklə qızardılmış steyk,"Стейк премиум-класса, приготовленный на гриле по вашему вкусу",Tercihe göre ızgara edilmiş birinci sınıf kesilmiş biftek,شريحة لحم ممتازة مشوية حسب الرغبة,प्रीमियम कट स्टेक पसंद के अनुसार ग्रील्ड,Steak de première qualité grillé selon vos préférences,Bistecca di prima qualità grigliata a piacere,2025-05-08 14:33:57,2025-05-08 14:33:57
cat-13--t-yem-kl-ri--8-yarpaq-dolma,Stuffed Grape Leaves ,,cat-13--t-yem-kl-ri-,Meat Dishes,21,1,/spinner.svg,0,15,Stuffed Grape Leaves ,Yarpaq Dolma,Фаршированные виноградные листья,Yaprak Sarması,ورق عنب محشي,अंगूर की भरवां पत्तियां ,Feuilles de vigne farcies,Foglie di vite ripiene,Vine leaves filled with rice and herbs,Üzüm yarpaqları düyü və otlarla doludur,"Виноградные листья, фаршированные рисом и травами",Pirinç ve otlarla doldurulmuş asma yaprakları,أوراق العنب المحشوة بالأرز والأعشاب,चावल और जड़ी-बूटियों से भरे बेल के पत्ते,Feuilles de vigne farcies de riz et d'herbes,Foglie di vite ripiene di riso ed erbe aromatiche,2025-05-08 14:33:57,2025-05-08 14:33:57
